brand_name,price,original_price,description,sizes,product_url
H&M,1499,N/A,Flared High Jeans,Sizes: 28,https://www.myntra.comjeans/h%26m/hm-flared-high-jeans/32557628/buy
Urbano Fashion,559,1399,Men Slim Fit Jeans,Sizes: 28,https://www.myntra.comjeans/urbano+fashion/urbano-fashion-men-black-slim-fit-mid-rise-clean-look-stretchable-jeans/13823708/buy
Levis,1349,2699,Men 512 Skinny Fit Jeans,Sizes: 34,https://www.myntra.comjeans/levis/levis-men-512-skinny-fit-light-fade-stretchable-jeans/31394949/buy
Bene Kleed,988,2299,Men Cotton Relaxed Fit Jeans,Sizes: 28,https://www.myntra.comjeans/bene+kleed/bene-kleed-men-pure-cotton-loose-fit-crop-jeans/25349584/buy
Allen Solly Junior,799,1599,Boys Skinny Fit Jeans,Sizes: 11-12Y,https://www.myntra.comjeans/allen+solly+junior/allen-solly-junior-boys-skinny-fit-mid-rise-clean-look-stretchable-jeans/28983048/buy
glitchez,559,1999,Men Wide Leg Jeans,Sizes: 30,https://www.myntra.comjeans/glitchez/glitchez-men-classic-edge-wide-leg-mildly-distressed-light-fade-jeans/31596600/buy
MARVEL STREET,924,3699,Men Pure Cotton Jeans,Sizes: 30,https://www.myntra.comjeans/marvel+street/marvel-street-men-baggy-printed-pure-cotton-jeans/31370829/buy
Allen Solly,1351,2599,Men Skinny Fit Mid-Rise Jeans,Sizes: 38,https://www.myntra.comjeans/allen+solly/allen-solly-men-skinny-fit-mid-rise-heavy-fade-stretchable-jeans/33078894/buy
HIGHLANDER,589,2299,Men Relaxed Fit Jeans,Sizes: 30,https://www.myntra.comjeans/highlander/highlander-men-clean-look-mid-rise-relaxed-fit-jeans/24656720/buy
The Indian Garage Co,619,1999,Men Slim Fit Jeans,Sizes: 30,https://www.myntra.comjeans/the+indian+garage+co/the-indian-garage-co-men-blue-slim-fit-light-fade-stretchable-jeans/17371272/buy
Roadster,747,1699,Men Regular Fit Jeans,Sizes: 34,https://www.myntra.comjeans/roadster/the-roadster-life-co-men-regular-fit-mid-rise-jeans/32591863/buy
HERE&NOW,669,1599,Men Slim Fit Cotton Jeans,Sizes: 36,https://www.myntra.comjeans/here%26now/herenow-men-smart-slim-fit-stretchable-cotton-jeans/22123524/buy
Urbano Juniors,699,1399,Boys Solid Slim Fit Jeans,Sizes: 9-10Y,https://www.myntra.comjeans/urbano+juniors/urbano-juniors-boys-navy-blue-solid-slim-fit-stretchable-jeans/20634632/buy
Roadster,681,2199,Men Carrot Fit Jeans,Sizes: 36,https://www.myntra.comjeans/roadster/roadster-men-blue-carrot-fit-stretchable-jeans/14638034/buy
Roadster,827,2299,Women Bootcut Mid-Rise Jeans,Sizes: 28,https://www.myntra.comjeans/roadster/the-roadster-lifestyle-co-women-navy-blue-bootcut-mid-rise-stretchable-jeans/13710518/buy
Mast & Harbour,755,2099,Men Carrot Fit Jeans,Sizes: 28,https://www.myntra.comjeans/mast+%26+harbour/mast--harbour-men-carrot-fit-stretchable-jeans/20604314/buy
glitchez,681,2199,Men Korean Baggy Jeans,Sizes: 30,https://www.myntra.comjeans/glitchez/glitchez-men-coloured-korean-baggy-jeans/32031435/buy
Roadster,874,2499,Men Straight Fit Jeans,Sizes: 32,https://www.myntra.comjeans/roadster/roadster-men-straight-fit-light-fade-stretchable-jeans/25004976/buy
U.S. Polo Assn. Denim Co.,1214,2699,Men Slim Straight Fit Jeans,Sizes: 32,https://www.myntra.comjeans/u.s.+polo+assn.+denim+co./us-polo-assn-denim-co-men-harold-slim-straight-fit-light-fade-stretchable-jeans/30425169/buy
glitchez,655,1599,Men Regular Fit Jeans,Sizes: 36,https://www.myntra.comjeans/glitchez/glitchez-men-timeless-classic-regular-fit-light-fade-jeans/32033067/buy
Aadvi Fashion,719,2999,Women High-Rise Wide Leg Jeans,Sizes: 30,https://www.myntra.comjeans/aadvi+fashion/aadvi-fashion-women-original-high-rise-stretchable-wide-leg-jeans/32481893/buy
The Indian Garage Co,974,2499,Men Slim Fit Heavy Fade Jeans,Sizes: 32,https://www.myntra.comjeans/the+indian+garage+co/the-indian-garage-co-men-slim-fit-heavy-fade-stretchable-jeans/25731738/buy
Pepe Jeans,1547,3599,Men Relaxed Fit Jeans,Sizes: 30,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-james-relaxed-fit-light-fade-stretchable-jeans/32280511/buy
HIGHLANDER,649,1949,Men Stretchable Jeans,Sizes: 38,https://www.myntra.comjeans/highlander/highlander-men-tapered-fit-clean-look-stretchable-jeans/25042506/buy
V-Mart,449,499,Boys Jeans,Sizes: 5-6Y,https://www.myntra.comjeans/v-mart/v-mart-boys-light-fade-jeans/32859172/buy
Bene Kleed,999,2999,Mid-Rise Baggy Fit Jeans,Sizes: 30,https://www.myntra.comjeans/bene+kleed/bene-kleed-men-mid-rise-baggy-fit-cotton-jeans/27109142/buy
glitchez,679,1999,Women Wide Leg Jeans,Sizes: 30,https://www.myntra.comjeans/glitchez/glitchez-women-distressed-wide-leg-light-fade-jeans/33145580/buy
Hubberholme,1239,3999,Men Relaxed Fit Jeans,Sizes: 36,https://www.myntra.comjeans/hubberholme/hubberholme-men-relaxed-fit-clean-look-stretchable-jeans/27485912/buy
V-Mart,827,899,Clean Look Light Fade Jeans,Sizes: 38,https://www.myntra.comjeans/v-mart/v-mart-men-cotton-regular-fit-clean-look-light-fade-jeans/32670531/buy
Urbano Fashion,959,2399,Men Relaxed Fit Cotton Jeans,Sizes: 36,https://www.myntra.comjeans/urbano+fashion/urbano-fashion-mens--loose-baggy-fit-non-stretchable-washed-jeans-/30026562/buy
MARVEL STREET,901,4099,Men Cotton Wide Leg Jeans,Sizes: 36,https://www.myntra.comjeans/marvel+street/marvel-street-men-pure-cotton-wide-leg-printed-jeans/31370864/buy
Pantaloons Junior,799,N/A,Girls Flared Jeans,Sizes: 15-16Y,https://www.myntra.comjeans/pantaloons+junior/pantaloons-junior-girls-flared-slash-knee-jeans/32647472/buy
The Indian Garage Co,619,1999,Men Slim Fit Jeans,Sizes: 30,https://www.myntra.comjeans/the+indian+garage+co/the-indian-garage-co-men-blue-slim-fit-light-fade-stretchable-jeans/17729322/buy
Allen Solly,1351,2599,Men Skinny Fit Jeans,Sizes: 38,https://www.myntra.comjeans/allen+solly/allen-solly-men-skinny-fit-light-fade-stretchable-jeans/33078941/buy
BAESD,639,1999,Boys Cotton Cargo Jeans,Sizes: 8-9Y,https://www.myntra.comjeans/baesd/baesd-boys-clean-look-cotton-cargo-jeans/29280032/buy
glitchez,607,1599,Men Loose Baggy Fit Jeans,Sizes: 30,https://www.myntra.comjeans/glitchez/glitchez-men-edgy-grunge-loose-baggy-fit-mildly-distressed-light-fade-jeans/31239112/buy
FASHIONFIBRE,1169,2999,Women Straight Fit Jeans,Sizes: 34,https://www.myntra.comjeans/fashionfibre/fashionfibre-women-straight-fit-high-rise-clean-look-light-fade-whiskers-cotton-jeans/29792354/buy
HIGHLANDER,482,2299,Men Slim Fit Jeans,Sizes: 30,https://www.myntra.comjeans/highlander/highlander-men-black-slim-fit-stretchable-jeans/20456268/buy
glitchez,492,1699,Men Straight Fit Jeans,Sizes: 34,https://www.myntra.comjeans/glitchez/glitchez-men-classic-edge-whiskers--chevrons-straight-fit-jeans/32247216/buy
BAESD,607,1599,Girls Pack Of 2 Jeans,Sizes: 5-6Y,https://www.myntra.comjeans/baesd/baesd-girls-pack-of-2-clean-look-mid-rise-cotton-jeans/29123074/buy
Roadster,629,1399,Men Slim Fit Jeans,Sizes: 32,https://www.myntra.comjeans/roadster/roadster-men-black-slim-fit-mid-rise-clean-look-jeans/2356421/buy
Sztori,849,2499,Women Plus Size Skinny Jeans,Sizes: 44,https://www.myntra.comjeans/sztori/sztori-women-plus-size-skinny-fit-light-fade-jeans/21249914/buy
Roadster,819,1999,Men Skinny Fit Jeans,Sizes: 32,https://www.myntra.comjeans/roadster/the-roadster-lifestyle-co-men-navy-blue-skinny-fit-mid-rise-clean-look-stretchable-jeans/13032150/buy
Flying Machine,1074,2499,Tapered High-Rise  Jeans,Sizes: 38,https://www.myntra.comjeans/flying+machine/flying-machine-relaxed-tapered-high-rise-jeans/32733215/buy
HERE&NOW,809,1599,Men Faded Stretchable Jeans,Sizes: 36,https://www.myntra.comjeans/here%26now/herenow-men-smart-light-fade-stretchable-jeans/23420942/buy
Mast & Harbour,1333,2899,Men Light Fade Jeans,Sizes: 30,https://www.myntra.comjeans/mast+%26+harbour/mast--harbour-men-light-fade-cotton-jeans/32769307/buy
Flying Machine,949,2499,Men Slim Tappered Fit Jeans,Sizes: 36,https://www.myntra.comjeans/flying+machine/flying-machine-men-slim-tappered-fit-stretchable-jeans/32694071/buy
glitchez,515,1199,Women Faded Straight Jeans,Sizes: 32,https://www.myntra.comjeans/glitchez/glitchez-women-dark-grunge-faded-straight-to-style-jeans/31520748/buy
glitchez,719,1999,Women Wide Leg  Jeans,Sizes: 30,https://www.myntra.comjeans/glitchez/glitchez-women-classic-cuts-wide-leg-slit-jeans/31362844/buy
SASSAFRAS BASICS,919,2299,Women Straight Fit Jeans,Sizes: 30,https://www.myntra.comjeans/sassafras+basics/sassafras-basics-women-straight-fit-high-rise-clean-look-heavy-fade-jeans/24943468/buy
Tokyo Talkies,549,2499,Women Straight Fit Jeans,Sizes: 26,https://www.myntra.comjeans/tokyo+talkies/tokyo-talkies-women-mid-rise-straight-fit-mildly-distressed-light-fade-jeans/25067594/buy
Pepe Jeans,3449,4599,Stretchable Skinny Fit Jeans,Sizes: 30,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-heavy-fade-stretchable-skinny-fit-jeans/32598122/buy
glitchez,747,2199,Women Baggy Wide Leg Jeans,Sizes: 30,https://www.myntra.comjeans/glitchez/glitchez-women-urban-chill-baggy-wide-leg-high-rise-light-fade-panelling-jeans/31596889/buy
Miss Chase,1395,3245,Women Wide Leg High-Rise Jeans,Sizes: 34,https://www.myntra.comjeans/miss+chase/miss-chase-women-wide-leg-high-rise-light-fade-stretchable-jeans/32673921/buy
AD By Arvind,1499,2499,Men Mid Rise Jeans,Sizes: 36,https://www.myntra.comjeans/ad+by+arvind/ad-by-arvind-men-relaxed-tapered-fit-mid-rise-jeans/32466339/buy
Bene Kleed,804,2299,Men Relaxed Fit Jeans,Sizes: 30,https://www.myntra.comjeans/bene+kleed/bene-kleed-men-relaxed-fit-jeans/22278798/buy
Pantaloons Junior,699,N/A,Girls Flared Jeans,Sizes: 5-6Y,https://www.myntra.comjeans/pantaloons+junior/pantaloons-junior-girls-flared-jeans/32930521/buy
Pepe Jeans,3999,N/A,Men Slim Fit Jeans,Sizes: 32,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-vapour-slim-fit-light-fade-stretchable-jeans/33229461/buy
glitchez,719,1999,Men Straight Fit Jeans,Sizes: 34,https://www.myntra.comjeans/glitchez/glitchez-men-urban-street-straight-fit-jeans/31366449/buy
Urbano Fashion,919,2299,Men Relaxed Fit Jeans,Sizes: 34,https://www.myntra.comjeans/urbano+fashion/urbano-fashion-men-loose-fit-washed-non-stretchable-jeans-/27661976/buy
Levis,2111,3299,Men Slim Tapered Fit Jeans,Sizes: 38,https://www.myntra.comjeans/levis/levis-men-slim-tapered-fit-light-fade-stretchable-jeans/31579386/buy
glitchez,681,2199,Men Wide Leg Jeans,Sizes: 28,https://www.myntra.comjeans/glitchez/glitchez-men-light-fade-wide-leg-jeans/31596651/buy
WROGN,1333,2299,Men Slim Fit Jeans,Sizes: 36,https://www.myntra.comjeans/wrogn/wrogn-men-slim-fit-light-fade-stretchable-jeans/31799761/buy
Levis,1471,3199,Men 512 Slim Fit Jeans,Sizes: 32,https://www.myntra.comjeans/levis/levis-men-512-slim-fit-light-fade-stretchable-jeans/25756736/buy
Pantaloons Junior,639,799,Boys Jeans,Sizes: 2-3Y,https://www.myntra.comjeans/pantaloons+junior/pantaloons-junior-boys-low-distress-heavy-fade-jeans/31608857/buy
The Indian Garage Co,619,1999,Men Slim Fit Mid-Rise Jeans,Sizes: 36,https://www.myntra.comjeans/the+indian+garage+co/the-indian-garage-co-men-grey-slim-fit-mid-rise-clean-look-stretchable-jeans/16514772/buy
Levis,1379,2999,Men 512 Slim Fit Jeans,Sizes: 40,https://www.myntra.comjeans/levis/levis-men-512-slim-fit-light-fade-stretchable-jeans/25756698/buy
Roadster,835,2199,Women Baggy Wide Leg Jeans,Sizes: 26,https://www.myntra.comjeans/roadster/the-roadster-life-co-women-wide-leg-stretchable-baggy-jeans/25750060/buy
V-Mart,1049,N/A,Men Cargo Styles Jeans,Sizes: 34,https://www.myntra.comjeans/v-mart/v-mart-men-heavy-fade-regular-fit-mid-rise-cargo-styles-jeans/33156249/buy
Stylecast X Kotty,524,2499,Women Straight Fit Jeans,Sizes: 30,https://www.myntra.comjeans/stylecast+x+kotty/stylecast-x-kotty-women-jean-straight-fit-high-rise-stretchable-jeans/31359183/buy
Roadster,725,2199,Men Slim Fit Jeans,Sizes: 34,https://www.myntra.comjeans/roadster/the-roadster-lifestyle-co-men-slim-fit-jeans/25816786/buy
WROGN,1179,1999,Men Skinny Fit Mid Rise Jeans,Sizes: 30,https://www.myntra.comjeans/wrogn/wrogn-men-skinny-fit-mid-rise-light-fade-stretchable-jeans/25827524/buy
Pepe Jeans,845,1799,Boys Slim Fit Jeans,Sizes: 8-9Y,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-boys-slim-fit-light-fade-stretchable-jeans/28157094/buy
H&M,1499,N/A,Women Straight High Jeans,Sizes: 27,https://www.myntra.comjeans/h%26m/hm-women-straight-high-jeans/26277466/buy
DOLCE CRUDO,983,2399,Women Skinny Fit Jeans,Sizes: 34,https://www.myntra.comjeans/dolce+crudo/dolce-crudo-women-black-skinny-fit-high-rise-stretchable-jeans/26104822/buy
Levis,1819,3499,Men Slim Fit Jeans,Sizes: 28,https://www.myntra.comjeans/levis/levis-men-slim-fit-light-fade-stretchable-jeans/31573946/buy
Here&Now X Denikid,441,1699,Boys Pure Cotton Jeans,Sizes: 0-6M,https://www.myntra.comjeans/here%26now+x+denikid/herenow-x-denikid-boys-pure-cotton-light-fade-embroidered-jeans/30114290/buy
PARIS HAMILTON,739,1999,Men Straight Stretchable Jeans,Sizes: 36,https://www.myntra.comjeans/paris+hamilton/paris-hamilton-men-black-solid-straight-fit-stretchable-jeans/20675300/buy
Levis,1563,3399,Men 512 Slim Fit Jeans,Sizes: 42,https://www.myntra.comjeans/levis/levis-men-512-slim-fit-light-fade-stretchable-jeans/25756708/buy
Roadster,659,999,Men Slim Fit Jeans,Sizes: 34,https://www.myntra.comjeans/roadster/the-roadster-life-co-men-slim-fit-stretchable-jeans/22578398/buy
Allen Solly Junior,991,1599,Boys Slim Fit Jeans,Sizes: 15-16Y,https://www.myntra.comjeans/allen+solly+junior/allen-solly-junior-boys-slim-fit-light-fade-stretchable-jeans/33102195/buy
Levis,1379,2999,Men 511 Slim Fit Jeans,Sizes: 36,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-heavy-fade-stretchable-jeans/25756808/buy
Aadvi Fashion,779,3899,Women Wide Leg High-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/aadvi+fashion/aadvi-fashion-baggy-women-smart-wide-leg-high-rise-highly-distressed-stretchable-jeans/33465088/buy
Bene Kleed,923,2799,Men Relaxed Fit Jeans,Sizes: 30,https://www.myntra.comjeans/bene+kleed/bene-kleed-men-cotton-relaxed-fit-tinted-light-fade-jeans/31943908/buy
Jack & Jones,3499,4999,Men Wide Leg High-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-wide-leg-high-rise-mildly-distressed-light-fade-stretchable-jeans/32680690/buy
glitchez,681,2199,MenLoose Bootcut Jeans,Sizes: 28,https://www.myntra.comjeans/glitchez/glitchez-men-retro-revival-loose-bootcut-heavy-fade-jeans/31366117/buy
Mast & Harbour,827,2299,Men Slim Tapered Fit Jeans,Sizes: 28,https://www.myntra.comjeans/mast+%26+harbour/mast--harbour-men-slim-tapered-fit-heavy-fade-stretchable-jeans/16882838/buy
Jack & Jones,8399,11999,Relaxed Fit Cotton Jeans,Sizes: 34/32,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-relaxed-fit-mid-rise-light-fade-cotton-jeans/32665169/buy
Mast & Harbour,849,2499,Men Relaxed Fit Jeans,Sizes: 30,https://www.myntra.comjeans/mast+%26+harbour/mast--harbour-men-relaxed-fit-jeans/30010494/buy
Chemistry,587,2799,Women Wide Leg Jeans,Sizes: 28,https://www.myntra.comjeans/chemistry/chemistry-women-wide-leg-stretchable-jeans/30847646/buy
Pepe Jeans,2699,5999,Men Slim Fit Stretchable Jeans,Sizes: 30,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-slim-fit-mildly-distressed-light-fade-whiskers-stretchable-jeans/27281702/buy
glitchez,560,1699,Women Slim Fit Mid-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/glitchez/glitchez-women-stretchable-slim-fit-light-fade-jeans/32352766/buy
The Indian Garage Co,712,2299,Men Slim Fit Jeans,Sizes: 32,https://www.myntra.comjeans/the+indian+garage+co/the-indian-garage-co-men-slim-fit-stretchable-jeans/20914488/buy
Levis,2235,4299,Men 511 Slim Fit Jeans,Sizes: 40,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-heavy-fade-stretchable-jeans/30189238/buy
Roadster,721,1899,Women Wide Leg Jeans,Sizes: 26,https://www.myntra.comjeans/roadster/the-roadster-life-co-women-wide-leg-light-fade-stretchable-jeans/26697852/buy
WROGN,1374,2499,Men Slim Fit Jeans,Sizes: 28,https://www.myntra.comjeans/wrogn/wrogn-men-slim-fit-light-fade-stretchable-jeans/25827290/buy
Jack & Jones,4199,5999,Men Wide Leg Low-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-low-rise-straight-fit-light-fade-stretchable-jeans/32680028/buy
glitchez,515,1199,Women Faded Straight Jeans,Sizes: 32,https://www.myntra.comjeans/glitchez/glitchez-women-dark-grunge-faded-straight-to-style-jeans/31520748/buy
glitchez,719,1999,Women Wide Leg  Jeans,Sizes: 30,https://www.myntra.comjeans/glitchez/glitchez-women-classic-cuts-wide-leg-slit-jeans/31362844/buy
Mast & Harbour,999,3399,Men Relaxed Fit Jeans,Sizes: 34,https://www.myntra.comjeans/mast+%26+harbour/mast--harbour-men-comfort-relaxed-fit-jeans/31012126/buy
IVOC,1311,3199,Regular Fit Cargo Style Jeans,Sizes: 28,https://www.myntra.comjeans/ivoc/ivoc-women-regular-fit-cargo-trouser/23898182/buy
Pepe Jeans,3449,4599,Stretchable Skinny Fit Jeans,Sizes: 30,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-heavy-fade-stretchable-skinny-fit-jeans/32598122/buy
WROGN,1121,2199,Men Slim Fit Mid-Rise Jeans,Sizes: 28,https://www.myntra.comjeans/wrogn/wrogn-men-slim-fit-mid-rise-light-fade-clean-look-stretchable-jeans/26898536/buy
Bene Kleed,999,2299,Men Bootcut Jeans,Sizes: 34,https://www.myntra.comjeans/bene+kleed/bene-kleed-men-mid-rise-bootcut-jeans/23934086/buy
AD By Arvind,1499,2499,Men Mid Rise Jeans,Sizes: 36,https://www.myntra.comjeans/ad+by+arvind/ad-by-arvind-men-relaxed-tapered-fit-mid-rise-jeans/32466339/buy
The Indian Garage Co,759,2449,Men Bootcut Jeans,Sizes: 32,https://www.myntra.comjeans/the+indian+garage+co/the-indian-garage-co-men-bootcut-stretchable-jeans/20449472/buy
H&M,1299,N/A,Women Flared Low Jeans,Sizes: 29,https://www.myntra.comjeans/h%26m/hm-women-flared-low-jeans/30155130/buy
Pepe Jeans,3999,N/A,Men Slim Fit Jeans,Sizes: 32,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-vapour-slim-fit-light-fade-stretchable-jeans/33229461/buy
H&M,799,N/A,Skinny Fit Jeans,Sizes: 6M,https://www.myntra.comjeans/h%26m/hm-skinny-fit-jeans/32494855/buy
StyleCast,1351,2599,Women Straight Fit  Jeans,Sizes: 28,https://www.myntra.comjeans/stylecast/stylecast-women-straight-fit-high-rise-cotton-with-side-stripe-jeans/30718898/buy
Levis,2111,3299,Men Slim Tapered Fit Jeans,Sizes: 38,https://www.myntra.comjeans/levis/levis-men-slim-tapered-fit-light-fade-stretchable-jeans/31579386/buy
VBEAUTI,730,2999,Women Boyfriend Fit High-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/vbeauti/vbeauti-women-jean-boyfriend-fit-high-rise-stretchable-jeans/33123568/buy
Roadster,659,2199,Women Straight Fit Jeans,Sizes: 28,https://www.myntra.comjeans/roadster/the-roadster-life-co-women-straight-fit-light-fade-stretchable-jeans/24989140/buy
Levis,1471,3199,Men 512 Slim Fit Jeans,Sizes: 32,https://www.myntra.comjeans/levis/levis-men-512-slim-fit-light-fade-stretchable-jeans/25756736/buy
Aadvi Fashion,719,2999,Women Baggy Stretchable Jeans,Sizes: 26,https://www.myntra.comjeans/aadvi+fashion/aadvi-fashion-women-jean-baggy-high-rise-clean-look-stretchable-jeans/33301671/buy
glitchez,747,2199,Men Baggy Loose Jeans,Sizes: 30,https://www.myntra.comjeans/glitchez/glitchez-men-timeless-cool-baggy-loose-jeans/31596646/buy
Levis,1379,2999,Men 512 Slim Fit Jeans,Sizes: 40,https://www.myntra.comjeans/levis/levis-men-512-slim-fit-light-fade-stretchable-jeans/25756698/buy
glitchez,601,1399,Women Skinny Flared Jeans,Sizes: 28,https://www.myntra.comjeans/glitchez/glitchez-women-urban-chic-skinny-flared-high-rise-stretchable-jeans/31178419/buy
COSMIC TRIO,854,1899,Women Bootcut Jeans,Sizes: 34,https://www.myntra.comjeans/cosmic+trio/cosmic-trio-women-bootcut-light-fade-stretchable-jeans/31174256/buy
Stylecast X Kotty,524,2499,Women Straight Fit Jeans,Sizes: 30,https://www.myntra.comjeans/stylecast+x+kotty/stylecast-x-kotty-women-jean-straight-fit-high-rise-stretchable-jeans/31359183/buy
Chemistry,639,1999,Women Skinny Fit Jeans,Sizes: 34,https://www.myntra.comjeans/chemistry/chemistry-women-skinny-fit-light-fade-stretchable-jeans/20220124/buy
Roadster,1199,3399,Men Relaxed Fit Jeans,Sizes: 38,https://www.myntra.comjeans/roadster/the-roadster-lifestyle-co-men-pure-cotton-relaxed-fit-jeans/30490458/buy
Pepe Jeans,845,1799,Boys Slim Fit Jeans,Sizes: 8-9Y,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-boys-slim-fit-light-fade-stretchable-jeans/28157094/buy
FASHIONFIBRE,827,2299,Women StraightFit Cotton Jeans,Sizes: 36,https://www.myntra.comjeans/fashionfibre/fashionfibre-women-straight-fit-high-rise-cotton-jeans/29792378/buy
M&H Our Water,857,2199,Men Carrot Fit Jeans,Sizes: 30,https://www.myntra.comjeans/m%26h+our+water/mh-our-water-men-carrot-fit-light-fade-stretchable-sustainable-jeans/21425506/buy
Levis,1819,3499,Men Slim Fit Jeans,Sizes: 28,https://www.myntra.comjeans/levis/levis-men-slim-fit-light-fade-stretchable-jeans/31573946/buy
VBEAUTI,730,2999,Women High-Rise Jeans,Sizes: 26,https://www.myntra.comjeans/vbeauti/vbeauti-women-comfort-high-rise-stretchable-jeans/32493870/buy
Levis,1563,3399,Men 512 Slim Fit Jeans,Sizes: 42,https://www.myntra.comjeans/levis/levis-men-512-slim-fit-light-fade-stretchable-jeans/25756708/buy
Noh.Voh - SASSAFRAS Kids,839,2099,Girls Bootcut High-Rise Jeans,Sizes: 12-13Y,https://www.myntra.comjeans/noh.voh+-+sassafras+kids/noh-voh---sassafras-kids-girls-navy-blue-bootcut-high-rise-light-fade-jeans/18390952/buy
Kotty,624,2499,Women Straight Fit High-Rise Jeans,Sizes: 32,https://www.myntra.comjeans/kotty/kotty-women-jean-straight-fit-high-rise-stretchable-jeans/31255351/buy
Levis,1379,2999,Men 511 Slim Fit Jeans,Sizes: 36,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-heavy-fade-stretchable-jeans/25756808/buy
Allen Solly Junior,1002,1699,Boys Slim Fit Jeans,Sizes: 2-3Y,https://www.myntra.comjeans/allen+solly+junior/allen-solly-junior-boys-slim-fit-low-distress-light-fade-stretchable-jeans/33102187/buy
glitchez,619,1999,Baggy High Rise Jeans,Sizes: 36,https://www.myntra.comjeans/glitchez/glitchez-90s-revival-pallazzo-fit-baggy-high-rise-jeans/31362865/buy
Jack & Jones,3499,4999,Men Wide Leg High-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-wide-leg-high-rise-mildly-distressed-light-fade-stretchable-jeans/32680690/buy
Sztori,728,2699,Plus Size Stretchable Jeans,Sizes: 40,https://www.myntra.comjeans/sztori/sztori-plus-size-men-black-slim-tapered-fit-light-fade-stretchable-jeans/16825090/buy
Roadster,721,1899,Women Wide Leg Jeans,Sizes: 30,https://www.myntra.comjeans/roadster/the-roadster-life-co-women-wide-leg-light-fade-stretchable-jeans/26697906/buy
Jack & Jones,8399,11999,Relaxed Fit Cotton Jeans,Sizes: 34/32,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-relaxed-fit-mid-rise-light-fade-cotton-jeans/32665169/buy
Roadster,747,1699,Men Regular Fit Jeans,Sizes: 34,https://www.myntra.comjeans/roadster/the-roadster-life-co-men-regular-fit-jeans/32591818/buy
Pantaloons Junior,719,899,Boys Jeans,Sizes: 5-6Y,https://www.myntra.comjeans/pantaloons+junior/pantaloons-junior-boys-clean-look-jeans/31608858/buy
Pepe Jeans,2699,5999,Men Slim Fit Stretchable Jeans,Sizes: 30,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-slim-fit-mildly-distressed-light-fade-whiskers-stretchable-jeans/27281702/buy
United Colors of Benetton,924,2499,Boys Pure Cotton Striped Jeans,Sizes: 2Y,https://www.myntra.comjeans/united+colors+of+benetton/united-colors-of-benetton-boys-pure-cotton-striped-light-fade-jeans/32634676/buy
HERE&NOW,799,2299,Men Mid-Rise Joggers,Sizes: 28,https://www.myntra.comjeans/here%26now/herenow-men-smart-mid-rise-dark-shade-clean-look-stretchable-joggers/26908870/buy
Levis,2235,4299,Men 511 Slim Fit Jeans,Sizes: 40,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-heavy-fade-stretchable-jeans/30189238/buy
U.S. Polo Assn. Denim Co.,1214,2699,Men Slim Straight Fit Jeans,Sizes: 32,https://www.myntra.comjeans/u.s.+polo+assn.+denim+co./us-polo-assn-denim-co-men-harold-slim-straight-fit-light-fade-stretchable-jeans/30425169/buy
glitchez,594,1699,Women LightFade Straight Jeans,Sizes: 36,https://www.myntra.comjeans/glitchez/glitchez-women-all-day-comfort-light-fade-cropped-straight-fit-jeans/32323230/buy
Jack & Jones,4199,5999,Men Wide Leg Low-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-low-rise-straight-fit-light-fade-stretchable-jeans/32680028/buy
Mast & Harbour,1333,2899,Men Light Fade Jeans,Sizes: 30,https://www.myntra.comjeans/mast+%26+harbour/mast--harbour-men-light-fade-cotton-jeans/32769307/buy
glitchez,515,1199,Women Faded Straight Jeans,Sizes: 32,https://www.myntra.comjeans/glitchez/glitchez-women-dark-grunge-faded-straight-to-style-jeans/31520748/buy
glitchez,719,1999,Women Wide Leg  Jeans,Sizes: 30,https://www.myntra.comjeans/glitchez/glitchez-women-classic-cuts-wide-leg-slit-jeans/31362844/buy
H&M,1499,N/A,Flared High Jeans,Sizes: 26,https://www.myntra.comjeans/h%26m/hm-flared-high-jeans/33638135/buy
